,Title,Description,Category,Datetime,Link
72,Nhiều người vượt biên trái phép,"Hà Giang24 người Việt nhập cảnh trái phép qua biên giới, bị tổ công tác Đồn biên phòng Xín Cái, huyện Mèo Vạc phát hiện.",Thời sự,"Thứ hai, 14/9/2020, 21:29 (GMT+7)",https://vnexpress.net/nhieu-nguoi-vuot-bien-trai-phep-4161732.html
73,Bổ nhiệm Tư lệnh Hải Quân và Bộ đội Biên phòng,Thủ tướng Nguyễn Xuân Phúc bổ nhiệm Chuẩn Đô đốc Trần Thanh Nghiêm làm Tư lệnh Quân chủng Hải quân; thiếu tướng Lê Đức Thái làm Tư lệnh Bộ đội Biên phòng.,Chính trị,"Thứ hai, 14/9/2020, 20:46 (GMT+7)",https://vnexpress.net/bo-nhiem-tu-lenh-hai-quan-va-bo-doi-bien-phong-4161762.html
74,Hơn 2.300 phòng khách sạn nhận người nhập cảnh,"TP HCMĐể cách ly y tế các chuyên gia, nhà đầu tư và lao động trình độ cao sắp nhập cảnh, thành phố chuẩn bị 25 khách sạn với tổng cộng 2.320 phòng.",Thời sự,"Thứ hai, 14/9/2020, 19:45 (GMT+7)",https://vnexpress.net/hon-2-300-phong-khach-san-nhan-nguoi-nhap-canh-4161735.html
75,Chủ tiệm phế liệu trả lại 87 triệu đồng nhặt được,"Bình ĐịnhNhặt được túi xách và điện thoại trên đường, anh Trần Xuân Cường, ở thị xã An Nhơn giao cho công an xã để tìm người mất.",Thời sự,"Thứ hai, 14/9/2020, 19:40 (GMT+7)",https://vnexpress.net/chu-tiem-phe-lieu-tra-lai-87-trieu-dong-nhat-duoc-4161752.html
76,Gần 60.000 người ở Hà Nội đăng ký hưởng trợ cấp thất nghiệp,"Lượng hồ sơ đăng ký hưởng trợ cấp thất nghiệp ở thủ đô tăng 22% so với cùng kỳ năm ngoái, theo thống kê của Trung tâm dịch vụ việc làm Hà Nội.",Thời sự,"Thứ hai, 14/9/2020, 17:43 (GMT+7)",https://vnexpress.net/gan-60-000-nguoi-o-ha-noi-dang-ky-huong-tro-cap-that-nghiep-4161689.html
77,Cầu Thủ Thiêm 2 vướng mặt bằng,"Cầu Thủ Thiêm 2 bắc qua sông Sài Gòn nối quận 2 và quận 1, tổng vốn đầu tư gần 3.100 tỷ đồng, thi công được 70% đang bị vướng mặt bằng, chưa thể làm tiếp.",Giao thông,"Thứ hai, 14/9/2020, 17:02 (GMT+7)",https://vnexpress.net/cau-thu-thiem-2-vuong-mat-bang-4161626.html
78,Đơn thư tố cáo tăng trước thềm đại hội đảng bộ các cấp,"Năm 2020, khiếu nại giảm nhưng tố cáo tăng hơn 20% so với năm 2019, trong đó nhiều đơn thư liên quan đến nhân sự đại hội đảng bộ các cấp.",Chính trị,"Thứ hai, 14/9/2020, 16:46 (GMT+7)",https://vnexpress.net/don-thu-to-cao-tang-truoc-them-dai-hoi-dang-bo-cac-cap-4161512.html
79,Đà Nẵng gỡ bỏ chốt kiểm soát phòng dịch ở các cửa ngõ,"Tám chốt kiểm soát dịch ở các cửa ngõ ra vào TP Đà Nẵng được gỡ bỏ để người dân thuận tiện đi lại, từ ngày 14/9.",Thời sự,"Thứ hai, 14/9/2020, 16:25 (GMT+7)",https://vnexpress.net/da-nang-go-bo-chot-kiem-soat-phong-dich-o-cac-cua-ngo-4161650.html
80,Thừa Thiên Huế sẽ bỏ giãn cách với người đến từ vùng dịch,"Thừa Thiên Huế sẽ dỡ bỏ giãn cách đối với người đến từ Quảng Nam, Đà Nẵng. Hải Dương nếu ba địa phương này qua 28 ngày không phát hiện ca mắc Covid-19.",Thời sự,"Thứ hai, 14/9/2020, 16:07 (GMT+7)",https://vnexpress.net/thua-thien-hue-se-bo-gian-cach-voi-nguoi-den-tu-vung-dich-4161536.html
81,Hải Dương dỡ bỏ ba khu cách ly,"Sáng 14/9, Hải Dương dỡ bỏ lệnh cách ly y tế với ba khu dân cư sau 28 ngày, hàng trăm người dân đổ xuống đường ăn mừng.",Thời sự,"Thứ hai, 14/9/2020, 15:41 (GMT+7)",https://vnexpress.net/hai-duong-do-bo-ba-khu-cach-ly-4161498.html
82,CSGT xử lý xe gắn 'mác' quyền ưu tiên,"TP HCM kiểm tra, xử lý xe không có quyền nhưng gắn thiết bị báo hiệu ưu tiên giống xe cứu thuơng, cứu hỏa... và rà soát tất cả loại xe này.",Giao thông,"Thứ hai, 14/9/2020, 15:09 (GMT+7)",https://vnexpress.net/csgt-xu-ly-xe-gan-mac-quyen-uu-tien-4161504.html
83,3 thiếu tướng quân đội bị kỷ luật,Thiếu tướng Nguyễn Xuân Sang bị Ủy ban Kiểm tra Trung ương cách chức Phó bí thư Đảng ủy Binh đoàn 15 nhiệm kỳ 2010-2015.,Chính trị,"Thứ hai, 14/9/2020, 14:53 (GMT+7)",https://vnexpress.net/3-thieu-tuong-quan-doi-bi-ky-luat-4161559.html
84,Nguyên Chủ tịch TP Đà Nẵng bị đề nghị khai trừ Đảng,"Ông Văn Hữu Chiến, nguyên Chủ tịch UBND thành phố Đà Nẵng, cùng ba người khác bị Ủy ban Kiểm tra Trung ương đề nghị khai trừ khỏi Đảng.",Chính trị,"Thứ hai, 14/9/2020, 14:11 (GMT+7)",https://vnexpress.net/nguyen-chu-tich-tp-da-nang-bi-de-nghi-khai-tru-dang-4161531.html
85,Sài Gòn sẽ mưa to cả tuần,"Ảnh hưởng rãnh áp thấp có trục vắt qua Nam Trung Bộ, kết hợp vùng áp thấp nhiệt đới phía Đông Philippines khiến TP HCM, các tỉnh Nam Bộ mưa to trên diện rộng.",Thời sự,"Thứ hai, 14/9/2020, 12:27 (GMT+7)",https://vnexpress.net/sai-gon-se-mua-to-ca-tuan-4161434.html
86,Lộ bí mật nhà nước trên mạng 'ngày càng nghiêm trọng',"Chính phủ chỉ đạo tập trung hoàn thiện hành lang pháp lý liên quan trong bối cảnh ""tình trạng lộ, lọt bí mật nhà nước trên không gian mạng ngày càng nghiêm trọng"".",Chính trị,"Thứ hai, 14/9/2020, 12:10 (GMT+7)",https://vnexpress.net/lo-bi-mat-nha-nuoc-tren-mang-ngay-cang-nghiem-trong-4161457.html
87,Mưa lũ khiến hai người chết,"Mưa lớn hai ngày qua tại các tỉnh trung du và miền núi phía Bắc đã gây ngập úng, sạt lở đất, làm hai người ở Hà Giang, Vĩnh Phúc chết.",Thời sự,"Thứ hai, 14/9/2020, 12:01 (GMT+7)",https://vnexpress.net/mua-lu-khien-hai-nguoi-chet-4161454.html
88,'Số vụ tham nhũng được phát hiện chưa phản ánh đúng thực trạng',"Đánh giá cao kết quả phòng, chống tham nhũng thời gian qua, tuy nhiên, Ủy ban Tư pháp của Quốc hội cho rằng số vụ được phát hiện ""chưa phản ánh đúng thực trạng"".",Chính trị,"Thứ hai, 14/9/2020, 11:54 (GMT+7)",https://vnexpress.net/so-vu-tham-nhung-duoc-phat-hien-chua-phan-anh-dung-thuc-trang-4161428.html
89,Hà Tĩnh muốn xây sân bay quốc tế,"Sân bay quốc tế Hà Tĩnh được đề xuất xây tại các xã Thạch Văn (huyện Thạch Hà), xã Cẩm Dương, Cẩm Hòa (huyện Cẩm Xuyên).",Giao thông,"Thứ hai, 14/9/2020, 10:58 (GMT+7)",https://vnexpress.net/ha-tinh-muon-xay-san-bay-quoc-te-4161327.html
90,Cháy chi nhánh ngân hàng ở Sài Gòn,"Lửa bùng lên dữ dội tại chi nhánh ngân hàng và cửa hàng nệm trên đường Nguyễn Oanh, phường 7, quận Gò Vấp khiến nhiều tài sản bị thiêu rụi.",Thời sự,"Thứ hai, 14/9/2020, 10:50 (GMT+7)",https://vnexpress.net/chay-chi-nhanh-ngan-hang-o-sai-gon-4161363.html
91,Khách bỏ quên gần 300 triệu đồng trên máy bay,Một nhân viên vệ sinh đã phát hiện túi xách chứa 285 triệu đồng của khách bỏ quên trên chuyến bay VN221 từ Hà Nội đi TP HCM ngày 10/9.,Giao thông,"Thứ hai, 14/9/2020, 09:45 (GMT+7)",https://vnexpress.net/khach-bo-quen-gan-300-trieu-dong-tren-may-bay-4161343.html
92,Học sinh Đà Nẵng đến trường,"Ngày 14/9, học sinh Đà Nẵng từ lớp 6 đến 12 các trường phổ thông, trung tâm giáo dục thường xuyên được đến trường học tập trung.",Giáo dục,"Thứ hai, 14/9/2020, 09:34 (GMT+7)",https://vnexpress.net/hoc-sinh-da-nang-den-truong-4161286.html
93,Tăng chuyến bay từ các nước ít nguy cơ lây nCoV,"Bộ Giao thông Vận tải được giao phối hợp với Bộ Ngoại giao từng bước, thận trọng tăng tần suất chuyến bay từ các nước ít có nguy cơ lây nhiễm dịch bệnh.",Giao thông,"Thứ hai, 14/9/2020, 08:57 (GMT+7)",https://vnexpress.net/tang-chuyen-bay-tu-cac-nuoc-it-nguy-co-lay-ncov-4161236.html
94,5 trẻ chết đuối dưới ao,"An GiangNgười dân vớt 5 đứa trẻ 2-13 tuổi chìm dưới ao nước rộng khoảng 1.000 m2 tại xã Văn Giáo, huyện Tịnh Biên, đưa đi cấp cứu nhưng không qua khỏi.",Thời sự,"Chủ nhật, 13/9/2020, 21:19 (GMT+7)",https://vnexpress.net/5-tre-chet-duoi-duoi-ao-4161172.html
95,"Hà Nội tiếp tục cấm taxi, xe hợp đồng trên 10 tuyến phố","Sở Giao thông Vận tải Hà Nội thông báo khôi phục biển cấm taxi, xe hợp đồng dưới 9 chỗ trên 10 tuyến đường của thủ đô, từ 15/9.",Giao thông,"Chủ nhật, 13/9/2020, 20:02 (GMT+7)",https://vnexpress.net/ha-noi-tiep-tuc-cam-taxi-xe-hop-dong-tren-10-tuyen-pho-4161160.html
96,Miền Bắc cuối tuần tới đón không khí lạnh,"Trong bốn ngày (14-17/9), miền Bắc nắng 31-34 độ C, sau đó trời chuyển mưa do đón không khí lạnh, nền nhiệt giảm 3-4 độ C.",Thời sự,"Chủ nhật, 13/9/2020, 18:40 (GMT+7)",https://vnexpress.net/mien-bac-cuoi-tuan-toi-don-khong-khi-lanh-4161149.html
97,"32 học sinh nhập viện, nghi ngộ độc thực phẩm","TP HCM98 học sinh nôn ói, tiêu chảy sau bữa ăn ở trường Tiểu học Bình Trưng Đông, quận 2, trong đó 32 em nhập viện nghi bị ngộ độc thực phẩm.",Giáo dục,"Chủ nhật, 13/9/2020, 13:22 (GMT+7)",https://vnexpress.net/32-hoc-sinh-nhap-vien-nghi-ngo-doc-thuc-pham-4161088.html
98,Bỏ giãn cách ghế ngồi trên máy bay từ Đà Nẵng,"Hành khách đi máy bay, tàu xe từ Đà Nẵng đến các tỉnh, thành khác không còn phải ngồi giãn cách, từ 14h ngày 13/9.",Giao thông,"Chủ nhật, 13/9/2020, 12:11 (GMT+7)",https://vnexpress.net/bo-gian-cach-ghe-ngoi-tren-may-bay-tu-da-nang-4161083.html
99,"Hàng trăm bao hàng sập, đè chết 2 người","Bình DươngHàng trăm bao phân bón vô cơ, ước tính nặng cả chục tấn, trong kho ga Sóng Thần bất ngờ đổ, chôn vùi nhóm công nhân khiến hai người tử vong.",Thời sự,"Chủ nhật, 13/9/2020, 11:55 (GMT+7)",https://vnexpress.net/hang-tram-bao-hang-sap-de-chet-2-nguoi-4161067.html
100,Ôtô 4 chỗ bị xe container tông biến dạng,"Bà Rịa - Vũng TàuDừng đèn đỏ trên quốc lộ 51, ôtô con bị xe container tông từ phía sau khiến hư hỏng nặng và làm người phụ nữ bị thương, sáng 13/9.",Thời sự,"Chủ nhật, 13/9/2020, 11:14 (GMT+7)",https://vnexpress.net/oto-4-cho-bi-xe-container-tong-bien-dang-4161057.html
101,407 hũ tro cốt tại chùa Kỳ Quang 2 được nhận diện,"TP HCMSau bốn ngày tìm kiếm, 349 gia đình nhận diện được 407 hũ tro cốt và 12 di ảnh người thân bị lẫn lộn khi gửi ở chùa Kỳ Quang 2, quận Gò Vấp.",Thời sự,"Chủ nhật, 13/9/2020, 10:51 (GMT+7)",https://vnexpress.net/407-hu-tro-cot-tai-chua-ky-quang-2-duoc-nhan-dien-4161041.html
102,Rừng ngập mặn mới trồng xong đã chết,"Hà TĩnhKhoảng 9.000 cây bần chua trồng dưới các cánh rừng ngập mặn ở thị xã Kỳ Anh bị chết khô do ""thời tiết khắc nghiệt"".",Thời sự,"Chủ nhật, 13/9/2020, 10:31 (GMT+7)",https://vnexpress.net/rung-ngap-man-moi-trong-xong-da-chet-4160986.html
103,Dân giao mặt bằng làm Metro Số 2,"TP HCMNhận đền bù mảnh đất ""vàng"" với mức bằng 70% giá thị trường, người dân tháo dỡ nhà, bàn giao mặt bằng để tuyến Metro Số 2 sớm triển khai.",Thời sự,"Chủ nhật, 13/9/2020, 09:46 (GMT+7)",https://vnexpress.net/dan-giao-mat-bang-lam-metro-so-2-4160856.html
104,Vì sao Việt Nam đề xuất lập Trung tâm gìn giữ hòa bình khu vực?,"Đánh giá cao các sĩ quan ""mũ nồi xanh"" Việt Nam, Liên Hợp Quốc ""gợi ý chúng ta thành lập Trung tâm nâng cao năng lực gìn giữ hoà bình khu vực"", theo đại diện Bộ Quốc phòng.",Chính trị,"Chủ nhật, 13/9/2020, 00:00 (GMT+7)",https://vnexpress.net/vi-sao-viet-nam-de-xuat-lap-trung-tam-gin-giu-hoa-binh-khu-vuc-4160914.html
105,Xây 5 cầu kết nối Đồng Nai với các tỉnh,"Cầu Bạch Đằng 2, Thống Nhất, Cát Lái, Nhơn Trạch, Phước An là 5 dự án đang được UBND Đồng Nai cùng các tỉnh lân cận lên kế hoạch xây dựng.",Thời sự,"Chủ nhật, 13/9/2020, 00:00 (GMT+7)",https://vnexpress.net/xay-5-cau-ket-noi-dong-nai-voi-cac-tinh-4160807.html
106,Thư viện 15 tỷ đồng trong ngôi trường hơn trăm tuổi,"TP HCMThư viện thông minh trường THPT chuyên Trần Đại Nghĩa, quận 1 có diện tích 1.000 m2, với nhiều thiết bị hiện đại cho học sinh, giáo viên.",Giáo dục,"Chủ nhật, 13/9/2020, 00:00 (GMT+7)",https://vnexpress.net/thu-vien-15-ty-dong-trong-ngoi-truong-hon-tram-tuoi-4158981.html
107,Trèo núi đá thu hoạch na,Lạng SơnNgười dân huyện Chi Lăng băng qua nhiều ngọn núi đá để hái và gánh na về nhà.,Thời sự,"Chủ nhật, 13/9/2020, 00:00 (GMT+7)",https://vnexpress.net/treo-nui-da-thu-hoach-na-4160482.html
108,Tử vong vì ăn ốc biển,"Khánh HòaNửa giờ sau khi luộc ốc biển ăn, ba người ở huyện Vạn Ninh hoa mắt, chóng mặt với biểu hiện ngộ độc khiến một người chết, hai người nhập viện.",Thời sự,"Thứ bảy, 12/9/2020, 23:44 (GMT+7)",https://vnexpress.net/tu-vong-vi-an-oc-bien-4160934.html
109,Bộ Chính trị cho ý kiến về dự thảo văn kiện Đảng bộ Quân đội,"Bộ Chính trị đánh giá công tác chuẩn bị nhân sự Đại hội XI của Đảng bộ Quân đội là ""dân chủ, đúng quy định, bảo đảm tiêu chuẩn cơ cấu"".",Chính trị,"Thứ bảy, 12/9/2020, 18:39 (GMT+7)",https://vnexpress.net/bo-chinh-tri-cho-y-kien-ve-du-thao-van-kien-dang-bo-quan-doi-4160880.html
110,Thu hồi trái châu gần 100 tuổi bị trộm ở Lăng Ông,TP HCMTrái châu cổ làm bằng gốm sứ xanh trong bức tượng Lưỡng long tranh châu ở lăng Lê Văn Duyệt được tìm thấy sau 10 ngày bị mất trộm.,Thời sự,"Thứ bảy, 12/9/2020, 15:13 (GMT+7)",https://vnexpress.net/thu-hoi-trai-chau-gan-100-tuoi-bi-trom-o-lang-ong-4160805.html
111,"Kiến nghị thống nhất việc giám sát y tế người dân Quảng Nam, Đà Nẵng",Lãnh đạo Quảng Nam đề xuất Chính phủ hướng dẫn biện pháp giám sát y tế thống nhất trên toàn quốc; các địa phương khác không cần thiết xét nghiệm người đến từ tỉnh này.,Thời sự,"Thứ bảy, 12/9/2020, 12:08 (GMT+7)",https://vnexpress.net/kien-nghi-thong-nhat-viec-giam-sat-y-te-nguoi-dan-quang-nam-da-nang-4160220.html
112,9 sĩ quan công an được thăng hàm cấp tướng,"Đại tướng Tô Lâm, Bộ trưởng Công an, trao quyết định về việc thăng cấp bậc hàm cấp tướng cho 9 sĩ quan vào chiều 11/9.",Chính trị,"Thứ bảy, 12/9/2020, 10:52 (GMT+7)",https://vnexpress.net/9-si-quan-cong-an-duoc-thang-ham-cap-tuong-4160743.html
113,Gần 10.000 căn hộ bỏ trống ở Sài Gòn,"TP HCM đang có 9.434 căn hộ, 2.500 nền đất tái định cư bị bỏ trống nhiều năm nay và mỗi năm phải chi 71 tỷ đồng cho việc quản lý, bảo trì.",Thời sự,"Thứ bảy, 12/9/2020, 10:33 (GMT+7)",https://vnexpress.net/gan-10-000-can-ho-bo-trong-o-sai-gon-4160089.html
114,Căn hầm bí mật trong nhà của Biệt động Sài Gòn,"Đường hầm sâu gần 3 m, dài hơn 30 m, được gia đình ông Nguyễn Văn Tròn, huyện Củ Chi đào trong chục năm, nuôi giấu cán bộ biệt động.",Thời sự,"Thứ bảy, 12/9/2020, 09:10 (GMT+7)",https://vnexpress.net/can-ham-bi-mat-trong-nha-cua-biet-dong-sai-gon-4160254.html
115,Văn kiện đại hội Đảng phải 'ai đọc cũng hiểu',"Tổng bí thư, Chủ tịch nước Nguyễn Phú Trọng chỉ đạo ""văn kiện phải mang tầm chiến lược, tính lý luận, chính trị, đồng thời phải ai đọc cũng hiểu"".",Chính trị,"Thứ bảy, 12/9/2020, 00:44 (GMT+7)",https://vnexpress.net/van-kien-dai-hoi-dang-phai-ai-doc-cung-hieu-4160635.html
116,Đà Nẵng ngày đầu nới lỏng cách ly xã hội,"Các quán ăn ở Đà Nẵng đã mở cửa trở lại, khách đông dần. Riêng dãy nhà hàng ven biển vẫn đóng cửa im lìm do không có khách du lịch.",Thời sự,"Thứ sáu, 11/9/2020, 23:42 (GMT+7)",https://vnexpress.net/da-nang-ngay-dau-noi-long-cach-ly-xa-hoi-4160594.html
117,Lập bản đồ trực tuyến cảnh báo hạn mặn ở đồng bằng sông Cửu Long,"Các tỉnh đồng bằng sông Cửu Long cần lập bản đồ trực tuyến cảnh báo hạn hán, xâm nhập mặn và nơi cấp nước sinh hoạt phù hợp với từng vùng.",Thời sự,"Thứ sáu, 11/9/2020, 22:55 (GMT+7)",https://vnexpress.net/lap-ban-do-truc-tuyen-canh-bao-han-man-o-dong-bang-song-cuu-long-4160608.html
118,Người Sài Gòn vật lộn sau mưa lớn,"Người dân trên đường Tô Ngọc Vân, quận Thủ Đức đội mưa, lao vào dòng nước chảy xiết sau mưa lớn để kéo những chiếc xe khỏi bị cuốn.",Thời sự,"Thứ sáu, 11/9/2020, 22:01 (GMT+7)",https://vnexpress.net/nguoi-sai-gon-vat-lon-sau-mua-lon-4160612.html
119,Ông Nguyễn Đắc Vinh làm Bí thư Đảng ủy Văn phòng Trung ương Đảng,"Ông Nguyễn Đắc Vinh, Ủy viên Trung ương, Phó chánh Văn phòng Trung ương Đảng, được bầu làm Bí thư Đảng ủy Văn phòng Trung ương Đảng.",Chính trị,"Thứ sáu, 11/9/2020, 21:48 (GMT+7)",https://vnexpress.net/ong-nguyen-dac-vinh-lam-bi-thu-dang-uy-van-phong-trung-uong-dang-4160617.html
120,Xe buýt bốc cháy ở Sài Gòn,"Xe buýt chạy trên đường Lê Trọng Tấn, phường Tây Thạnh, quận Tân Phú bất ngờ bốc cháy, hơn chục hành khách nháo nhào thoát ra ngoài, tối 11/9.",Thời sự,"Thứ sáu, 11/9/2020, 21:21 (GMT+7)",https://vnexpress.net/xe-buyt-boc-chay-o-sai-gon-4160613.html
121,Đề xuất quản lý người sử dụng trái phép chất ma tuý,"Bộ Công an đề xuất quản lý một năm với người đủ 18 tuổi trở lên có hành vi sử dụng trái phép chất ma túy, 6 tháng với người dưới 18 tuổi.",Chính trị,"Thứ sáu, 11/9/2020, 19:16 (GMT+7)",https://vnexpress.net/de-xuat-quan-ly-nguoi-su-dung-trai-phep-chat-ma-tuy-4160581.html
122,Ông Diệp Dũng được điều động về Công ty Đầu tư Tài chính,"TP HCMChủ tịch HĐQT Saigon Co.op Diệp Dũng được điều động đến nhận công tác tại Đảng bộ Công ty Đầu tư Tài chính Nhà nước (HFIC), chiều 11/9",Thời sự,"Thứ sáu, 11/9/2020, 17:57 (GMT+7)",https://vnexpress.net/ong-diep-dung-duoc-dieu-dong-ve-cong-ty-dau-tu-tai-chinh-4159390.html
